level_0,index,datetime,timestamp,joint_angle_1,joint_angle_des_1,joint_angle_2,joint_angle_des_2,joint_angle_3,joint_angle_des_3,joint_angle_4,joint_angle_des_4,timestamp_vicon,ee_base_ori_x,ee_base_ori_y,ee_base_ori_z,ee_base_ori_w,ee_top_ori_x,ee_top_ori_y,ee_top_ori_z,ee_top_ori_w
2116,2116,2023-10-20 12:04:31.742715,1697796271.742715,2.09,1.05,2.09,1.05,1.92,2.09,1.05,1.05,1697796271.745829,-0.0110826102378882,0.008622797827733,0.3373558359156117,0.9412724701602698,-0.318634005813715,0.0212464671167452,-0.1151009648723907,0.940623583512346
2125,2125,2023-10-20 12:04:33.632231,1697796273.632231,1.2,1.22,1.05,1.05,2.08,2.09,1.05,1.05,1697796273.646258,-0.0097199865418329,0.0094636818926268,0.336792169535005,0.9414812770982576,0.0862768074932645,-0.1882421985546234,-0.4716175245944652,0.8571453188739241
2133,2133,2023-10-20 12:04:35.313259,1697796275.313259,1.39,1.4,1.05,1.05,2.09,2.09,1.05,1.05,1697796275.346643,-0.0228348785711819,-0.0052821294030991,0.3436813070016887,0.9387938147683011,0.0503784002542112,-0.1536559018898865,-0.4414998632808339,0.8825699696484336
2140,2140,2023-10-20 12:04:36.783072,1697796276.783072,1.57,1.57,1.05,1.05,2.09,2.09,1.05,1.05,1697796276.74696,-0.0118436542554645,0.0077304742686445,0.3377909131891692,0.941114906155612,0.009287467344031,-0.1179051665239453,-0.4034628610415631,0.9073201388801256
2147,2147,2023-10-20 12:04:38.252453,1697796278.252453,1.74,1.75,1.05,1.05,2.09,2.09,1.06,1.05,1697796278.247299,-0.0112876754643542,0.0082248088709111,0.3374857726988051,0.941227015192158,-0.0454430942065393,-0.0885604445005889,-0.3680247525135599,0.9244726899136214
2154,2154,2023-10-20 12:04:39.723003,1697796279.723003,1.92,1.92,1.05,1.05,2.09,2.09,1.05,1.05,1697796279.747638,-0.0113827170228643,0.0082808239313487,0.3374220861249232,0.9412482124834556,-0.0532024328268389,-0.0468829790669861,-0.3536155323953379,0.9326990632909804
2159,2159,2023-10-20 12:04:40.772867,1697796280.772867,1.92,2.09,1.05,1.05,2.09,2.09,1.05,1.05,1697796280.747864,-0.0112863679258011,0.008330542025789,0.337420137515469,0.9412496325458204,-0.0502692520558214,-0.0521960363313922,-0.3532027806014143,0.9327359604220636
2168,2168,2023-10-20 12:04:42.662665,1697796282.662665,1.72,1.05,1.21,1.22,2.1,2.09,1.02,1.05,1697796282.648295,-0.0185003146086858,0.007304726311539,0.339911192813804,0.940247180443946,-0.0526722214691153,-0.1089067004206791,-0.3543033025995513,0.9272724181469216
2176,2176,2023-10-20 12:04:44.343430,1697796284.34343,1.24,1.22,1.21,1.22,2.1,2.09,1.04,1.05,1697796284.348679,-0.0077907913088016,0.0097572821223118,0.3377383872156682,0.9411572030311024,0.07423722955744,-0.2060391920399626,-0.4494374877864211,0.8660500156823426
2183,2183,2023-10-20 12:04:45.812377,1697796285.812377,1.4,1.4,1.22,1.22,2.09,2.09,1.05,1.05,1697796285.849019,-0.0204545153827192,0.0060554923888884,0.3406374094088659,0.9399527111103,0.0400765308945584,-0.1798385828577798,-0.4139629728131849,0.891451968939905
