datetime,timestamp,Spherical_Joint_Base_Trans_0,Spherical_Joint_Base_Trans_1,Spherical_Joint_Base_Trans_2,Spherical_Joint_Base_Ori_0,Spherical_Joint_Base_Ori_1,Spherical_Joint_Base_Ori_2,Spherical_Joint_Base_Ori_3,Spherical_Joint_Top_Trans_0,Spherical_Joint_Top_Trans_1,Spherical_Joint_Top_Trans_2,Spherical_Joint_Top_Ori_0,Spherical_Joint_Top_Ori_1,Spherical_Joint_Top_Ori_2,Spherical_Joint_Top_Ori_3
2023-10-24 10:40:02.899595,1698136802.899595,152.84898343003624,329.59064541969576,41.28210641787641,0.028427372592107678,-0.031906394376498115,0.9419572421267076,-0.3330021328617104,150.25624969089728,342.65104629871433,119.9901989868853,0.044242509851696685,-0.024618369835873944,0.9385376493453244,0.3414434315519916
2023-10-24 10:40:02.999618,1698136802.999618,152.84949162983318,329.58585971583767,41.28447508041489,0.028368107788076514,-0.031846563545851345,0.9419613169825587,-0.3330013876237271,150.25329091741096,342.65223202984566,119.99410001759958,0.04419221582850069,-0.024490881451455795,0.9385375438700109,0.34145940246586465
2023-10-24 10:40:03.099642,1698136803.099642,152.85028550190665,329.59259732646973,41.294987098306066,0.028505237662548113,-0.0318988296477398,0.9419729639027435,-0.33295172528339156,150.24685052338157,342.6447958093666,120.00028534395636,0.044843333956232065,-0.02429005281913373,0.9386294436253422,0.3411360964385242
2023-10-24 10:40:03.199666,1698136803.199666,152.85141576536176,329.5991371332946,41.29893154149289,0.028458792919256383,-0.031897835788794245,0.9419532816542794,-0.33301147181186397,150.26599515649036,342.64772813822907,119.99225375987002,0.04612487597494835,-0.023537266561741363,0.9385769291151864,0.3411624847954469
2023-10-24 10:40:03.299689,1698136803.299689,152.85414776574305,329.5982299764448,41.28071143228884,0.028553808699673514,-0.03197383642444014,0.9419661450784843,-0.33295966019778667,150.26263433517855,342.6490720451092,119.98456120275331,0.044211621890323134,-0.02456466093373892,0.9386026170222042,0.3412726728616095
2023-10-24 10:40:03.399713,1698136803.399713,152.84618544985724,329.5960780395314,41.308146350509716,0.02844263155446213,-0.03188792572399953,0.9419740041293995,-0.3329551808392596,150.24750127564744,342.6534909207816,120.01706082930123,0.04495848746339798,-0.024141660487726705,0.9386785748060166,0.3409962578006456
2023-10-24 10:40:03.869450,1698136803.86945,152.84441679128915,329.60437119367754,41.28972976899282,0.028566314926529144,-0.03205153621537815,0.9419698856299012,-0.3329405340960206,150.31590525981883,342.8103793420076,119.96628717636085,0.046056475836417574,-0.022312500751214763,0.9387314866199515,0.34082862170312556
2023-10-24 10:40:03.969473,1698136803.969473,152.83857327560526,329.60684605769035,41.28901528570017,0.028547891996031617,-0.03209116948752984,0.9419764325107203,-0.3329197730653469,150.3147387787488,342.8114740821269,119.96737517906094,0.04610459812704706,-0.022387760682989366,0.93872381108951,0.3408383204640154
2023-10-24 10:40:04.069497,1698136804.069497,152.83787347197512,329.6005073150387,41.2733448875306,0.028597191826091082,-0.03208398405150683,0.9419837155092724,-0.3328956267396596,150.31926766878308,342.8007059291567,119.94708820047104,0.045690049401136926,-0.02261582381456085,0.9388084104785275,0.3406460220136018
2023-10-24 10:40:04.169520,1698136804.16952,152.84277621546994,329.60557902378855,41.30002617357541,0.028543963668196285,-0.03211998531317794,0.9419897223996447,-0.3328797253889612,150.32139520864033,342.80219971969797,119.97751873033972,0.04584855361874292,-0.0224131722969385,0.9387653656025446,0.34075672874321616
2023-10-24 10:40:04.269544,1698136804.269544,152.85612227553156,329.5898499597205,41.25741280318013,0.028454193995239137,-0.03201742078877411,0.9419697740495359,-0.33295373310293763,150.32713243771238,342.7967571870906,119.94568995415027,0.045705897584144214,-0.022379178257781157,0.9388275327133514,0.34060682190158104
2023-10-24 10:40:04.369567,1698136804.369567,152.84027755681285,329.5990648334889,41.28356083424923,0.028546570458654167,-0.03218382134835346,0.9419702677863324,-0.33292838503950334,150.3242934657301,342.8029646745731,119.9540661322558,0.045401918413349514,-0.022602257585256316,0.9387097149080386,0.34095729189109064
2023-10-24 10:40:04.469591,1698136804.469591,152.84817356018488,329.59467633625997,41.27383325340991,0.02853940641564994,-0.03206397794900946,0.941972770548008,-0.332933481562966,150.31869465374058,342.80272229853705,119.94932965528744,0.04588591722137664,-0.0223499916022272,0.9387771396986799,0.34072341048906296
2023-10-24 10:40:04.569615,1698136804.569615,152.84459204575762,329.59580960030684,41.279119912242315,0.028406173764433062,-0.03204912981612187,0.9419629831570013,-0.3329739943780251,150.31043539377708,342.80749209919895,119.96954779901043,0.04615934755832978,-0.02241851109552732,0.9387407903469285,0.3407821203233423
2023-10-24 10:40:04.669638,1698136804.669638,152.855143856425,329.5836491752708,41.27745264698269,0.028366802836405903,-0.031698105659322906,0.9419744691629982,-0.33297845882209665,150.32306905223157,342.8026291264644,119.9540048000909,0.045901404685160324,-0.022285753642868656,0.938724689429395,0.34087000995714567
2023-10-24 10:40:04.769661,1698136804.769661,152.8450599857751,329.59617858008244,41.29304578313868,0.02845053227893513,-0.03192755100456156,0.9419734606910672,-0.33295224590561157,150.31885704931904,342.8089085948036,119.97838001998043,0.04627967547747722,-0.022392545654655524,0.9387301938377356,0.34079669704117
2023-10-24 10:40:04.869685,1698136804.869685,152.85126617606142,329.59358288293726,41.289088466354926,0.0284914324848946,-0.03196396659917712,0.9419744360721375,-0.3329424948858047,150.32023227482532,342.8042923916164,119.96310522036613,0.04590871582342008,-0.022286617760021808,0.9387376393345015,0.34083330379666643
