level_0,index,datetime,timestamp,joint_angle_1,joint_angle_des_1,joint_angle_2,joint_angle_des_2,joint_angle_3,joint_angle_des_3,joint_angle_4,joint_angle_des_4,timestamp_vicon,ee_base_ori_x,ee_base_ori_y,ee_base_ori_z,ee_base_ori_w,ee_top_ori_x,ee_top_ori_y,ee_top_ori_z,ee_top_ori_w,ee_base_pos_x,ee_base_pos_y,ee_base_pos_z,ee_top_pos_x,ee_top_pos_y,ee_top_pos_z
10,10,2023-10-24 10:40:24.667223,1698136824.667223,2.08,2.08,1.03,0.97,2.08,2.04,1.16,1.15,1698136824.674344,0.0282169450722071,-0.0312880325118992,0.9418267672579426,-0.3334474523950956,0.0327903290929414,0.0008064559791407,0.9397716689678464,0.3402254460679259,152.84660870122258,329.5179698760932,41.30144790845595,150.8554667707894,347.11856920183897,119.5888838717056
11,11,2023-10-24 10:40:24.878067,1698136824.878067,1.99,1.84,0.9,0.88,1.95,1.96,1.05,0.98,1698136824.874391,0.028314829140409,-0.0312088092424682,0.9418181472435676,-0.3334709255678978,0.0433590262201667,-0.0122464167650612,0.9207417547665048,0.3875624351651656,152.84724956228786,329.514252953112,41.31674780441087,151.9615385155515,344.8348479577701,119.79399712503614
12,12,2023-10-24 10:40:25.088882,1698136825.088882,1.86,1.81,0.97,0.99,1.87,1.85,0.95,0.96,1698136825.074438,0.0290667395793742,-0.0321929754189176,0.9418338939823274,-0.3332681399863899,0.0545012331971112,-0.0356534634548662,0.9104822928257758,0.4083876107013838,152.8672535712072,329.4641723902758,41.19902223877614,152.71981538228317,340.35414166360835,120.01155273338706
13,13,2023-10-24 10:40:25.300541,1698136825.300541,1.74,1.74,0.91,0.93,1.76,1.64,0.94,0.95,1698136825.274485,0.0295292973714615,-0.0330594243575077,0.942080300165609,-0.3324451881104225,0.0412475449065335,-0.0342721257335341,0.8983656911063919,0.4359623223167607,152.8912571997694,329.5179786777021,41.16162688820312,150.98115998372467,341.57817695630564,119.98477075547802
14,14,2023-10-24 10:40:25.512118,1698136825.512118,1.72,1.72,0.86,0.88,1.68,1.68,0.86,0.88,1698136825.474532,0.0293603696571564,-0.0330162012713276,0.9420069726219424,-0.3326721549496581,0.0397349994159374,-0.0422788297321221,0.8890720894470959,0.454075379363463,152.8791053623234,329.50954908797723,41.17490766867156,150.46176295683549,340.7940082459013,119.94618928737044
15,15,2023-10-24 10:40:25.722758,1698136825.722758,1.71,1.71,0.86,0.87,1.71,1.71,0.86,0.88,1698136825.674579,0.0292813190362315,-0.0325771366912535,0.9418540553650588,-0.3331550283470004,0.0488233321258457,-0.0321478412858044,0.8893493456994429,0.4534760631442026,152.86125314025938,329.44435765782947,41.15227270392056,152.64171988482985,341.5198839353143,119.85840401282162
16,16,2023-10-24 10:40:25.933733,1698136825.933733,1.71,1.71,0.85,0.86,1.68,1.68,0.85,0.85,1698136825.97465,0.029253351124177,-0.0331486182295483,0.9420686470289412,-0.3324937215084484,0.0472984381321727,-0.0374357456019701,0.8975358614997416,0.4367960622800969,152.88421521687926,329.5276653277861,41.14503604019738,151.59474293028777,341.0224811059005,119.99137714123802
17,17,2023-10-24 10:40:26.145094,1698136826.145094,1.74,1.74,0.89,0.9,1.72,1.72,0.91,0.92,1698136826.174697,0.0292498092050366,-0.0329609164003777,0.9420722872023022,-0.3325023794455303,0.047556107810533,-0.0346846929337328,0.9072234756435896,0.4165104487610975,152.8954539308192,329.51292587734105,41.15313176404678,151.64731300458826,341.27361053284136,119.96968189327713
18,18,2023-10-24 10:40:26.355681,1698136826.355681,1.79,1.79,0.98,1.01,1.8,1.8,0.96,0.97,1698136826.374744,0.0291944818692528,-0.0326465908951617,0.9418214993391814,-0.3332478742825021,0.0502805487972541,-0.0334105485142293,0.9130470053557868,0.4033618321946874,152.8737730891013,329.45134325558973,41.1654341567726,152.15998244844593,340.9283438101311,119.92500167088228
19,19,2023-10-24 10:40:26.567032,1698136826.567032,1.83,1.83,0.98,0.98,1.89,1.89,0.96,0.97,1698136826.574791,0.0290639776766456,-0.0324098847021358,0.9417354085518552,-0.3335255685174313,0.0623315305156768,-0.0277186174112435,0.9208385720537218,0.3839307004791946,152.83158833212138,329.4883239132148,41.1858128304976,153.9297599801355,341.07984446565865,119.97018260380852
20,20,2023-10-24 10:40:26.777438,1698136826.777438,1.92,2.03,1.05,1.04,1.98,1.99,1.06,1.11,1698136826.774838,0.0288107609659974,-0.0325115203358968,0.9418078092839384,-0.333333153871315,0.0503010806822925,-0.0203287405712126,0.93729522890644,0.3442879571785893,152.86039548269844,329.5053158932042,41.2324547084584,151.73895682278572,342.821577847882,119.9279548149461
21,21,2023-10-24 10:40:26.988464,1698136826.988464,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136826.974885,0.0285026711600132,-0.0320402131633435,0.941962960261294,-0.3329666709641848,0.0450491907948639,-0.0248003092863646,0.9388140411211436,0.3405638137879837,152.86095889516355,329.5754825342594,41.252836575677726,150.2541882322063,342.51268086098435,119.98110602983984
22,22,2023-10-24 10:40:27.199906,1698136827.199906,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136827.174932,0.0285263423303872,-0.0319972963071395,0.9419730558749382,-0.3329402090885289,0.044877696889594,-0.0247989094913387,0.9387905753729684,0.3406512322021118,152.84407030109142,329.5780651794498,41.24079390647076,150.23400370879077,342.51530929158764,119.96603300712742
23,23,2023-10-24 10:40:27.410951,1698136827.410951,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136827.374979,0.028528440144902,-0.0321356349039795,0.9419594938904174,-0.3329650746578771,0.0449821424046583,-0.024707803134573,0.9388002904895384,0.3406173012424777,152.85332199546144,329.58086601876994,41.25516322535841,150.23863195191004,342.52817562607123,119.9878016376002
24,24,2023-10-24 10:40:27.621229,1698136827.621229,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136827.575026,0.0283953150857731,-0.0319097664644694,0.9419671014179748,-0.3329766549348186,0.0451105658160455,-0.0246089468534568,0.9387556323825328,0.3407305376049983,152.8605381789416,329.5776201295117,41.262095552837096,150.23890348007035,342.5318328151678,119.99293402860754
25,25,2023-10-24 10:40:27.832663,1698136827.832663,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136827.875097,0.0284383438911215,-0.0320012262149478,0.94196697761118,-0.3329645554823052,0.0447700555585113,-0.0247870420110292,0.938681729286432,0.3409660625010426,152.85853600057692,329.58269403652497,41.26153948423684,150.2557031413317,342.5496234661604,119.99003139453788
26,26,2023-10-24 10:40:28.044015,1698136828.044015,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136828.075144,0.0284752776523401,-0.0319758665213375,0.9419665864592872,-0.3329649418738706,0.0449727616742981,-0.0246775345685576,0.9387778480226764,0.3406825825558405,152.84761501490516,329.5817152101603,41.257688828460246,150.23713812938342,342.53717982197253,119.98526899440525
27,27,2023-10-24 10:40:28.254591,1698136828.254591,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136828.275191,0.028504700390646,-0.0320404145843197,0.941963864749302,-0.332963919059503,0.0451742948880207,-0.0247999552799618,0.9387172717019432,0.3408139215289516,152.85175876973457,329.5848096874257,41.25254054216717,150.3006791914132,342.5309266807958,119.97640719982417
28,28,2023-10-24 10:40:28.465769,1698136828.465769,2.03,2.03,1.05,1.04,1.99,1.99,1.11,1.11,1698136828.475238,0.0285507175656593,-0.0320209701783701,0.941970813234288,-0.3329421886905532,0.0452476343606907,-0.0243284588278194,0.9387029704798928,0.3408775599655241,152.85365103494877,329.58351888649014,41.265270344490965,150.3158858288732,342.55473422247087,119.9789691343018
29,29,2023-10-24 10:40:28.676201,1698136828.676201,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136828.675285,0.0285527997737616,-0.0322933945653147,0.94197912455566,-0.3328921795324736,0.0462996400611296,-0.0232118458046307,0.93863582158071,0.3409990439723512,152.8420539154713,329.5917081323975,41.24834899952929,150.34856675333538,342.6643761429079,119.93262135260328
30,30,2023-10-24 10:40:28.887833,1698136828.887833,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136828.875332,0.028572772529667,-0.0322043881612624,0.9419820849935492,-0.3328907112016387,0.0446780275230952,-0.0245038994099647,0.9387766544026044,0.3407371801242202,152.84352039123246,329.5923235630933,41.2432570991257,150.3141808213948,342.67673890303314,119.95255945520772
31,31,2023-10-24 10:40:29.098494,1698136829.098494,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136829.075379,0.0285179002353703,-0.0320573816573925,0.9419819661904842,-0.3329099413044722,0.0450788767850567,-0.0233161416742035,0.9383650439121772,0.3418995419255834,152.8535404453319,329.58699052089884,41.25054014036148,150.3418484024115,342.7176004619998,119.90738705448142
32,32,2023-10-24 10:40:29.309482,1698136829.309482,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136829.275426,0.0285263881488371,-0.0320722218828145,0.9419764135715966,-0.3329234957726387,0.0456898186683129,-0.0211888950439756,0.9382900951271108,0.3421624885682671,152.8530750967225,329.59219956977813,41.26054860440421,150.40161954029648,342.8190512639534,119.9002516066425
33,33,2023-10-24 10:40:29.520374,1698136829.520374,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136829.475473,0.0284575463730095,-0.032031070592049,0.9419662723612464,-0.3329620403364529,0.045925294801658,-0.022821624982356,0.938476759264414,0.3415134156239087,152.8501635863265,329.5876853230664,41.24280396692206,150.36656901426537,342.80554133234466,119.90909567177737
34,34,2023-10-24 10:40:29.731400,1698136829.7314,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136829.775544,0.0285736086763545,-0.0319631998343511,0.9417656723172954,-0.3335255930034644,0.0440663223348886,-0.0222550706931871,0.9384890321114124,0.3417619166479831,152.8283023174818,329.5196777616781,41.24946657236399,150.35332697425594,342.77655583598363,119.90587364475728
35,35,2023-10-24 10:40:29.942471,1698136829.942471,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136829.975591,0.0285342659921235,-0.0323095154125583,0.9419724008863408,-0.3329112296792038,0.0453395949981311,-0.0207121430538367,0.9383940594586084,0.3419530924385922,152.8503282835201,329.59626445032524,41.2458409726664,150.38701044395876,342.8008728845365,119.89174398140814
36,36,2023-10-24 10:40:30.154384,1698136830.154384,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136830.175637,0.0285298599838762,-0.0321944061533052,0.9419683098844822,-0.3329343335781225,0.0456046287581092,-0.021034627640073,0.9383961059609958,0.3418925424649071,152.84915598536102,329.5912384920526,41.247571245557445,150.37676523500826,342.7971687121163,119.88723450981672
37,37,2023-10-24 10:40:30.364552,1698136830.364552,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136830.375685,0.0284608204999354,-0.0320706139336588,0.9419824683803582,-0.3329121305726727,0.0458466146172395,-0.0226769905593714,0.9385257677369084,0.3413989240187427,152.848678205259,329.5901924030654,41.25835264968473,150.35626687005032,342.79055337400683,119.92496150296893
38,38,2023-10-24 10:40:30.576370,1698136830.57637,2.03,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136830.575732,0.0284645513575064,-0.031997549289536,0.9419815641047794,-0.3329214006972112,0.0456076079745253,-0.0208474404900271,0.9383599550688,0.3420028143789703,152.84883557021553,329.588430891435,41.24962392166229,150.37179260928664,342.78716298422694,119.88892610686902
39,39,2023-10-24 10:40:30.786649,1698136830.786649,2.04,2.03,1.04,1.04,1.99,1.99,1.11,1.11,1698136830.775779,0.028384601706646,-0.0316699143917892,0.9419538972686378,-0.3330378151633783,0.0435883045552987,-0.0250149093920903,0.939234017094564,0.3395788202266275,152.83478112198102,329.58346805312954,41.25119864629508,149.86289651236194,342.6884271972719,119.93495112411834
