,target_yaw_angle,predicted_yaw_angle,target_pitch_angle,predicted_pitch_angle,target_roll_angle,predicted_roll_angle,joint_angle_1,joint_angle_2,joint_angle_3,joint_angle_4,loss
0,0.0,-0.01160120964050293,0.0,0.027491211891174316,0.0,0.02715921401977539,116.38524086843246,59.643018664074575,114.18937865707335,63.616695468163165,0.000813988852314651
1,0.0,-0.3659837245941162,0.0,0.1720949411392212,12.987978,12.522228240966797,121.96498633828315,58.98577029679192,108.25617797469789,85.25153474619384,0.19024178385734558
2,0.0,-0.11783385276794434,0.0,-0.15665185451507568,24.568508,24.228862762451172,135.50145406840858,49.34682091772446,88.87582796792877,95.06334850103377,0.07689180225133896
3,0.0,-0.5716607570648193,0.0,-0.406490683555603,33.48666,32.82780456542969,152.50492764491108,47.2383962087882,80.67699384759428,98.12540824151472,0.463060587644577
4,0.0,-1.1384522914886475,0.0,-0.794634222984314,38.776012,37.0643424987793,160.48458762591054,46.90157259529704,77.26135641760659,99.41548143929589,2.4286656379699707
5,0.0,-2.2212579250335693,0.0,-1.0778917074203491,39.86338,37.63687515258789,159.37849729749666,47.21952073676791,76.68504592665512,99.28653865575654,5.526581764221191
6,0.0,-0.5531823635101318,0.0,-0.5875047445297241,36.63093,35.623497009277344,158.55757318198567,47.11644095849636,78.49543411006823,99.09505342186847,0.8330487608909607
7,0.0,-0.1464993953704834,0.0,0.014960408210754395,29.428957,29.37372398376465,145.9089905245565,48.02502677463668,83.60348446800157,97.05221890694081,0.012368286028504372
8,0.0,0.0169069766998291,0.0,0.055912137031555176,19.037897,18.88913917541504,126.05930149608952,45.561860839861154,98.03564799499088,92.22702002887945,0.01277046836912632
9,0.0,-0.013377904891967773,0.0,0.015612244606018066,6.583785,6.608842849731445,115.91126260285407,39.9937818308251,116.75508308137493,77.41529687475618,0.0005253017297945917
10,0.0,-0.008613824844360352,0.0,0.008940815925598145,-6.5837917,-6.556866645812988,111.03257390874435,70.83263916204318,123.31848992530558,58.59050941234397,0.0004395482246764004
11,0.0,0.054404497146606445,0.0,-0.03369748592376709,-19.037903,-18.945844650268555,84.02677109041231,91.41138493686796,130.75627608113678,57.05973372484062,0.006285039242357016
12,0.0,-0.0191037654876709,0.0,0.13536608219146729,-29.42896,-29.345109939575195,65.9524367891795,97.15658021563414,139.06447406593134,49.809367612792194,0.012859947979450226
13,0.0,0.09754395484924316,0.0,0.20917904376983643,-36.630936,-34.2929801940918,71.32921698801391,104.17124011894866,151.227413814201,41.02880863960469,2.759653329849243
14,0.0,0.15064263343811035,0.0,1.4887319803237915,-39.86338,-34.82298278808594,70.39784210034907,104.1146698190862,152.7263475174227,37.4081178355452,13.822312355041504
15,0.0,1.7430517673492432,0.0,-0.35579144954681396,-38.77601,-34.94819259643555,72.27937054037073,111.44414889751707,151.85347980657662,44.6094999097383,8.908495903015137
16,0.0,0.055147409439086914,0.0,-0.21952712535858154,-33.48666,-33.35407638549805,71.85561695498268,97.70626739670911,148.31864988795022,45.559176563571974,0.0344059057533741
17,0.0,0.21521687507629395,0.0,0.1056753396987915,-24.568502,-24.647863388061523,77.68025220169042,91.80414478238306,135.06764701721417,53.144920949597775,0.031891871243715286
18,0.0,-0.2988179922103882,0.0,1.0896257162094116,-12.987963,-12.590728759765625,96.94190270370063,88.065958905566,124.07734066019991,57.122715748950704,0.7171856164932251
19,0.0,-0.01160120964050293,0.0,0.027491211891174316,6.9938224e-06,0.02715921401977539,116.38524086843246,59.643018664074575,114.18937865707335,63.616695468163165,0.0008137989207170904
